代码,名称,现价,涨跌幅%,RSI,历史信号胜率%,信号强度,操作建议
603277,银都股份,13.01,0.85,26.59,75.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
000610,西安旅游,7.69,-0.26,28.72,50.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
