代码,名称,现价,涨跌幅%,RSI,历史信号胜率%,信号强度,操作建议
600028,中国石化,5.1,-0.58,21.43,51.61,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
601139,深圳燃气,6.71,0.15,32.14,0.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
600873,梅花生物,9.62,-0.1,33.99,0.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
002612,朗姿股份,16.56,-0.78,33.88,0.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
