代码,名称,现价,涨跌幅%,RSI,历史信号胜率%,信号强度,操作建议
002691,冀凯股份,5.56,-0.54,30.2,94.12,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
600028,中国石化,5.14,0.19,18.37,51.61,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
