代码,名称,现价,涨跌幅%,RSI,历史信号胜率%,信号强度,操作建议
600054,黄山旅游,10.92,-1.09,30.71,63.64,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
600818,中路股份,5.85,1.39,32.53,0.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
