代码,名称,现价,涨跌幅%,RSI,历史信号胜率%,信号强度,操作建议
002716,湖南白银,7.93,1.54,24.46,43.75,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
002043,兔 宝 宝,11.01,1.85,31.85,30.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
601083,锦江航运,10.25,0.1,33.95,0.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
