代码,名称,现价,涨跌幅%,RSI,历史信号胜率%,信号强度,操作建议
002064,华峰化学,10.26,-2.66,29.32,75.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
603101,汇嘉时代,8.03,-1.35,33.33,61.54,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
600933,爱柯迪,16.86,-0.24,32.9,58.33,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
603225,新凤鸣,16.74,-1.88,29.2,23.08,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
