代码,名称,现价,涨跌幅%,RSI,历史信号胜率%,信号强度,操作建议
002492,恒基达鑫,5.53,-0.54,33.55,66.67,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
601033,永兴股份,13.8,0.36,34.12,0.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
