代码,name,现价,涨跌幅%,RSI,历史胜率%,信号强度,操作建议
601033,永兴股份,15.33,0.52,64.71,63.16,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603586,金麒麟,19.21,0.0,64.72,45.98,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600039,四川路桥,10.3,4.15,64.75,43.33,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600746,江苏索普,7.09,0.0,64.76,41.83,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600926,杭州银行,15.75,-0.32,64.77,47.75,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600299,安迪苏,9.08,0.55,64.77,49.22,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603329,上海雅仕,11.14,1.18,64.81,54.84,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
001300,三柏硕,16.65,2.15,64.84,53.12,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
601012,隆基绿能,18.77,0.64,64.86,48.78,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000617,中油资本,9.62,-0.31,64.89,53.65,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603885,吉祥航空,15.02,-0.86,64.9,57.48,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603238,诺邦股份,17.69,0.97,64.94,53.47,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600571,信雅达,16.01,1.14,64.94,50.59,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
000680,山推股份,12.08,-1.63,64.96,47.27,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002873,新天药业,10.17,1.7,64.96,42.37,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600143,金发科技,19.02,-0.21,64.96,49.06,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600470,六国化工,6.19,0.16,65.0,56.28,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
601766,中国中车,7.02,0.14,65.0,40.78,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002442,龙星科技,6.31,0.16,65.0,57.66,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603703,盛洋科技,16.68,10.03,65.01,53.4,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603660,苏州科达,11.13,-1.94,65.05,42.86,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600268,国电南自,11.18,0.36,65.07,49.29,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000910,大亚圣象,7.74,-0.13,65.08,47.26,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603729,龙韵股份,16.2,1.38,65.16,43.15,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002121,科陆电子,8.18,2.25,65.19,51.3,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000048,京基智农,15.35,0.59,65.21,47.55,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002533,金杯电工,13.0,1.56,65.22,55.81,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600843,上工申贝,12.22,1.41,65.25,52.48,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600611,大众交通,5.91,0.85,65.25,46.11,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
605369,拱东医疗,19.5,0.78,65.29,46.43,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
601226,华电科工,8.36,1.95,65.31,48.78,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600971,恒源煤电,6.42,-0.62,65.31,45.65,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601101,昊华能源,7.49,0.13,65.33,59.39,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603429,集友股份,10.98,7.44,65.33,58.06,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002301,齐心集团,7.9,-0.13,65.34,62.84,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600848,上海临港,12.02,0.42,65.4,54.26,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002456,欧菲光,10.96,0.74,65.41,50.71,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600516,方大炭素,5.92,0.51,65.43,53.31,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
003042,中农联合,16.1,0.37,65.46,53.33,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002429,兆驰股份,7.55,-0.79,65.47,49.11,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002438,江苏神通,16.18,0.43,65.54,60.63,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601179,中国西电,10.55,-0.38,65.57,52.11,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002274,华昌化工,5.78,0.52,65.57,52.12,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002036,联创电子,12.19,-1.38,65.58,45.24,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002410,广联达,12.81,0.63,65.61,53.33,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603033,三维股份,10.71,-1.47,65.64,39.72,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002451,摩恩电气,10.99,1.01,65.65,52.7,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000042,中洲控股,8.26,2.86,65.66,47.41,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002722,物产金轮,15.3,0.79,65.7,52.53,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
601002,晋亿实业,5.26,0.57,65.71,61.25,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600916,中国黄金,8.16,-0.12,65.71,31.65,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002887,绿茵生态,9.38,0.54,65.73,46.15,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603108,润达医疗,16.31,5.23,65.76,60.61,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000722,湖南发展,12.08,0.83,65.77,49.15,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600530,交大昂立,6.64,0.91,65.79,45.91,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600420,国药现代,10.46,0.48,65.79,48.22,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601898,中煤能源,13.69,0.44,65.85,43.53,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002692,远程股份,5.33,1.91,65.85,50.79,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002272,川润股份,16.7,1.52,65.86,55.48,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600509,天富能源,8.8,3.77,65.87,51.72,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600648,外高桥,10.46,0.97,65.88,50.99,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
601390,中国中铁,5.58,0.36,65.91,47.49,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002513,蓝丰生化,7.11,1.57,65.93,55.0,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002492,恒基达鑫,8.63,0.0,65.98,60.2,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600382,广东明珠,7.4,-1.6,66.0,47.35,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002724,海洋王,6.97,2.2,66.02,57.24,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002932,明德生物,18.7,0.27,66.03,57.8,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002879,长缆科技,19.3,3.15,66.06,49.0,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000899,赣能股份,10.19,0.39,66.07,45.43,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603055,台华新材,9.49,-0.32,66.07,40.52,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603320,迪贝电气,18.7,1.25,66.09,58.97,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002782,可立克,19.1,-0.57,66.09,47.41,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603081,大丰实业,14.19,-1.18,66.1,65.79,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002616,长青集团,5.64,0.53,66.1,47.95,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603125,常青科技,18.94,1.07,66.13,58.97,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603096,新经典,17.72,1.55,66.22,41.8,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002510,天汽模,7.79,10.03,66.27,47.4,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002292,奥飞娱乐,9.49,0.74,66.28,54.87,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600210,紫江企业,7.5,-0.4,66.29,45.14,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600099,林海股份,10.41,1.36,66.29,51.98,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002730,电光科技,15.31,1.53,66.31,67.9,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000058,深 赛 格,9.56,2.36,66.31,50.0,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002826,易明医药,18.39,-1.45,66.35,41.98,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002660,茂硕电源,9.39,1.08,66.35,46.03,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600376,首开股份,6.22,0.32,66.39,48.44,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
002527,新时达,16.85,2.62,66.44,52.82,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
603768,常青股份,11.76,1.91,66.47,53.19,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600379,宝光股份,12.12,0.92,66.49,58.88,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603038,华立股份,16.92,1.56,66.55,36.65,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600686,金龙汽车,18.33,3.44,66.61,48.87,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601139,深圳燃气,6.63,0.15,66.67,53.38,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600997,开滦股份,5.97,-1.65,66.67,46.63,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603060,国检集团,6.21,1.14,66.67,45.71,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603577,汇金通,10.94,2.15,66.67,50.0,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000973,佛塑科技,14.1,-6.0,66.67,43.81,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000605,渤海股份,6.84,1.63,66.67,41.37,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601872,招商轮船,9.6,6.55,66.67,67.32,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600129,太极集团,18.5,1.09,66.67,52.57,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002846,英联股份,16.6,0.12,66.67,42.59,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
000554,泰山石油,6.61,1.38,66.67,44.92,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
000498,山东路桥,6.04,-0.17,66.67,56.31,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
605162,新中港,8.86,1.72,66.67,42.86,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002178,延华智能,6.57,1.7,66.67,44.31,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002177,御银股份,8.75,-1.69,66.67,48.95,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
600507,方大特钢,5.94,0.17,66.67,52.9,★★★★☆ (优选试错),已止跌并金叉，缩量稍显不足。可轻仓试错。
000928,中钢国际,6.68,1.52,66.67,50.18,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
000859,国风新材,12.93,3.94,66.75,49.01,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
601155,新城控股,15.24,4.89,66.77,50.0,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002083,孚日股份,13.48,-3.99,66.82,43.41,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
600292,远达环保,13.23,1.3,66.82,49.78,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
603969,银龙股份,10.37,1.77,66.83,53.92,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
002255,海陆重工,13.71,1.03,66.85,49.24,★★★☆☆ (观察待定),仅满足金叉底线，RSI尚未杀透，建议先放入自选股观察。
