代码,名称,现价,涨跌幅%,RSI,历史信号胜率%,信号强度,操作建议
603909,建发合诚,11.42,-0.95,33.06,54.55,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
600249,两面针,5.84,-0.51,34.74,46.67,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
001872,招商港口,19.34,-0.1,21.7,43.59,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
600356,恒丰纸业,8.89,0.11,29.76,38.46,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
000553,安道麦A,5.65,-1.22,34.65,37.78,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
