代码,名称,现价,涨跌幅%,RSI,历史信号胜率%,信号强度,操作建议
000572,海马汽车,6.9,-1.57,33.78,33.33,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
601059,信达证券,17.61,0.97,34.29,0.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
