代码,名称,现价,涨跌幅%,RSI,历史信号胜率%,信号强度,操作建议
603567,珍宝岛,8.63,1.53,33.72,66.67,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
601728,中国电信,5.75,1.59,33.94,44.44,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
601328,交通银行,6.67,1.21,29.69,30.77,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
