代码,名称,现价,涨跌幅%,RSI,历史信号胜率%,信号强度,操作建议
600919,江苏银行,10.07,-0.59,34.86,55.56,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
002670,国盛证券,16.43,0.18,31.09,48.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
601658,邮储银行,5.1,0.79,27.12,37.5,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
601059,信达证券,17.59,0.0,29.82,0.0,★★★★★ (核心狙击),符合极端缩量+金叉共振。建议3成仓位狙击，止损今日最低价或10日线。
